"","Ctb assessment bank","CTB","0","1",""
"5","Fractions","5M.1.4.4","5M.1.4","1","CTB Mathematics"
"5","Decimals","5M.1.4.5","5M.1.4","1","CTB Mathematics"
"5","Money","5M.1.5","5M.1","1","CTB Mathematics"
"5","Make change","5M.1.5.1","5M.1.5","1","CTB Mathematics"
"5","Fractions, decimals, percents","5M.1.6","5M.1","1","CTB Mathematics"
"5","Identify and represent fractions using models","5M.1.6.1","5M.1.6","1","CTB Mathematics"
"5","Identify and represent decimals using models","5M.1.6.2","5M.1.6","1","CTB Mathematics"
"5","Identify fractions as parts","5M.1.6.3","5M.1.6","1","CTB Mathematics"
"5","Identify mixed # as whole # plus fraction","5M.1.6.5","5M.1.6","1","CTB Mathematics"
"5","Convert improper fractions and mixed #'s","5M.1.6.6","5M.1.6","1","CTB Mathematics"
"5","Recognize that percent (%) means out of 100","5M.1.6.7","5M.1.6","1","CTB Mathematics"
"5","Find least common denominator","5M.1.6.8","5M.1.6","1","CTB Mathematics"
"5","Identify and represent percents using models","5M.1.6.9","5M.1.6","1","CTB Mathematics"
"5","Rounding","5M.1.7","5M.1","1","CTB Mathematics"
"5","Whole numbers","5M.1.7.1","5M.1.7","1","CTB Mathematics"
"5","Decimals","5M.1.7.2","5M.1.7","1","CTB Mathematics"
"5","Money","5M.1.7.3","5M.1.7","1","CTB Mathematics"
"5","Ratio-proportion","5M.1.8","5M.1","1","CTB Mathematics"
"5","Represent ratio as a fraction","5M.1.8.1","5M.1.8","1","CTB Mathematics"
"5","Number theory","5M.1.9","5M.1","1","CTB Mathematics"
"5","Identify multiples","5M.1.9.1","5M.1.9","1","CTB Mathematics"
"5","Identify factors","5M.1.9.2","5M.1.9","1","CTB Mathematics"
"5","Identify the square of numbers","5M.1.9.3","5M.1.9","1","CTB Mathematics"
"5","Identify the cube of numbers","5M.1.9.4","5M.1.9","1","CTB Mathematics"
"5","Identify prime, composite numbers","5M.1.9.5","5M.1.9","1","CTB Mathematics"
"5","Identify greatest common factor","5M.1.9.6","5M.1.9","1","CTB Mathematics"
"5","Identify least common multiple","5M.1.9.7","5M.1.9","1","CTB Mathematics"
"5","Computation","5M.1.10","5M.1","1","CTB Mathematics"
"5","Whole numbers","5M.1.10.1","5M.1.10","1","CTB Mathematics"
"5","Money","5M.1.10.2","5M.1.10","1","CTB Mathematics"
"5","Decimals","5M.1.10.3","5M.1.10","1","CTB Mathematics"
"5","Fractions","5M.1.10.4","5M.1.10","1","CTB Mathematics"
"5","Integers","5M.1.10.5","5M.1.10","1","CTB Mathematics"
"5","Estimation","5M.1.11","5M.1","1","CTB Mathematics"
"5","Estimate sums and differences","5M.1.11.1","5M.1.11","1","CTB Mathematics"
"5","Estimate products and quotients","5M.1.11.4","5M.1.11","1","CTB Mathematics"
"5","Operation sense","5M.1.12","5M.1","1","CTB Mathematics"
"5","Use signs, vocab. for basic operations","5M.1.12.1","5M.1.12","1","CTB Mathematics"
"5","Use grouping symbols for intended order of oper.","5M.1.12.2","5M.1.12","1","CTB Mathematics"
"5","Properties of real numbers","5M.1.13","5M.1","1","CTB Mathematics"
"5","Identity element","5M.1.13.1","5M.1.13","1","CTB Mathematics"
"5","Commutative property","5M.1.13.2","5M.1.13","1","CTB Mathematics"
"5","Represent operations","5M.1.14","5M.1","1","CTB Mathematics"
"5","Illustrate multiplication as repeated addition","5M.1.14.1","5M.1.14","1","CTB Mathematics"
"5","Recognize mult. and div. as inverses","5M.1.14.4","5M.1.14","1","CTB Mathematics"
"5","Algebra","5M.2","5M","1","CTB Mathematics"
"5","Patterns, functions, rules","5M.2.1","5M.2","1","CTB Mathematics"
"5","Extend, predict terms for number or geo. patterns","5M.2.1.1","5M.2.1","1","CTB Mathematics"
"5","State rule for number, geometric pattern, t-table","5M.2.1.3","5M.2.1","1","CTB Mathematics"
"5","Use a function rule to solve problems","5M.2.1.4","5M.2.1","1","CTB Mathematics"
"5","Complete a table using given rule","5M.2.1.5","5M.2.1","1","CTB Mathematics"
"5","Recognize similar patterns","5M.2.1.6","5M.2.1","1","CTB Mathematics"
"5","Variable","5M.2.2","5M.2","1","CTB Mathematics"
"5","Fill in missing element in number sentences","5M.2.2.1","5M.2.2","1","CTB Mathematics"
"5","Use letters-symbols to represent unknown quant.","5M.2.2.2","5M.2.2","1","CTB Mathematics"
"5","Equation","5M.2.3","5M.2","1","CTB Mathematics"
"5","Express mathematical relationships using equations","5M.2.3.1","5M.2.3","1","CTB Mathematics"
"5","Solve # sent. involving one operation w-oper.","5M.2.3.2","5M.2.3","1","CTB Mathematics"
"5","Recognize two equivalent quantities remain equal","5M.2.3.3","5M.2.3","1","CTB Mathematics"
"5","Inequality","5M.2.4","5M.2","1","CTB Mathematics"
"5","Recognize inequality","5M.2.4.1","5M.2.4","1","CTB Mathematics"
"5","Give solution set for inequality","5M.2.4.3","5M.2.4","1","CTB Mathematics"
"5","Geometry","5M.3","5M","1","CTB Mathematics"
"5","Plane figures","5M.3.1","5M.3","1","CTB Mathematics"
"5","Identify, classify plane figures","5M.3.1.1","5M.3.1","1","CTB Mathematics"
"5","Describe attributes and properties of plane figure","5M.3.1.2","5M.3.1","1","CTB Mathematics"
"5","Draw diagonals in plane figures","5M.3.1.3","5M.3.1","1","CTB Mathematics"
"5","Identify the sum of angle measure in quadrilateral","5M.3.1.4","5M.3.1","1","CTB Mathematics"
"5","Solid figures","5M.3.2","5M.3","1","CTB Mathematics"
"5","Identify, classify solid figures","5M.3.2.1","5M.3.2","1","CTB Mathematics"
"5","Describe attributes and properties of solid figure","5M.3.2.2","5M.3.2","1","CTB Mathematics"
"5","Angles","5M.3.3","5M.3","1","CTB Mathematics"
"5","Identify angles","5M.3.3.1","5M.3.3","1","CTB Mathematics"
"5","Estimate angle measure","5M.3.3.2","5M.3.3","1","CTB Mathematics"
"5","Identify angle by vertex or three points","5M.3.3.3","5M.3.3","1","CTB Mathematics"
"5","Triangles","5M.3.4","5M.3","1","CTB Mathematics"
"5","Identify attributes of triangles","5M.3.4.1","5M.3.4","1","CTB Mathematics"
"5","Identify sum of angle measure in triangle as 1","5M.3.4.2","5M.3.4","1","CTB Mathematics"
"5","Parts of a circle","5M.3.5","5M.3","1","CTB Mathematics"
"5","Label parts of a circle","5M.3.5.1","5M.3.5","1","CTB Mathematics"
"5","Identify relationship between diameter and radius","5M.3.5.2","5M.3.5","1","CTB Mathematics"
"5","Coordinate geometry","5M.3.6","5M.3","1","CTB Mathematics"
"5","Locate points","5M.3.6.1","5M.3.6","1","CTB Mathematics"
"5","Parallel, perpendicular, intersecting lines","5M.3.7","5M.3","1","CTB Mathematics"
"5","Identify line segments","5M.3.7.1","5M.3.7","1","CTB Mathematics"
"5","Congruence, similarity","5M.3.8","5M.3","1","CTB Mathematics"
"5","Identify congruent shapes and figures","5M.3.8.1","5M.3.8","1","CTB Mathematics"
"5","Identify similar shapes and figures","5M.3.8.2","5M.3.8","1","CTB Mathematics"
"5","Symmetry","5M.3.9","5M.3","1","CTB Mathematics"
"5","Identify lines of symmetry","5M.3.9.2","5M.3.9","1","CTB Mathematics"
"5","Transformations","5M.3.10","5M.3","1","CTB Mathematics"
"5","Identify, apply rotations, reflect. and trans.","5M.3.10.1","5M.3.10","1","CTB Mathematics"
"5","Associate quarter turns w-number of deg.","5M.3.10.2","5M.3.10","1","CTB Mathematics"
"5","Spatial reasoning","5M.3.11","5M.3","1","CTB Mathematics"
"5","Identify, represent shapes, figures from different","5M.3.11.1","5M.3.11","1","CTB Mathematics"
"5","Subdividing shapes","5M.3.11.2","5M.3.11","1","CTB Mathematics"
"5","Measurement","5M.4","5M","1","CTB Mathematics"
"5","Appropriate unit","5M.4.2","5M.4","1","CTB Mathematics"
"5","Select appropriate unit","5M.4.2.1","5M.4.2","1","CTB Mathematics"
"5","Time","5M.4.3","5M.4","1","CTB Mathematics"
"5","Determine elapsed time","5M.4.3.1","5M.4.3","1","CTB Mathematics"
"5","Temperature","5M.4.4","5M.4","1","CTB Mathematics"
"5","Read thermometers","5M.4.4.1","5M.4.4","1","CTB Mathematics"
"5","Length, distance","5M.4.5","5M.4","1","CTB Mathematics"
"5","Determine length, distance","5M.4.5.1","5M.4.5","1","CTB Mathematics"
"5","Estimate length, distance","5M.4.5.2","5M.4.5","1","CTB Mathematics"
"5","Mass, weight","5M.4.6","5M.4","1","CTB Mathematics"
"5","Read a scale","5M.4.6.1","5M.4.6","1","CTB Mathematics"
"5","Estimate mass, weight","5M.4.6.2","5M.4.6","1","CTB Mathematics"
"5","Volume, capacity","5M.4.7","5M.4","1","CTB Mathematics"
"5","Measure volume","5M.4.7.1","5M.4.7","1","CTB Mathematics"
"5","Determine volume","5M.4.7.2","5M.4.7","1","CTB Mathematics"
"5","Convert measurement units","5M.4.8","5M.4","1","CTB Mathematics"
"5","Convert within the same system","5M.4.8.1","5M.4.8","1","CTB Mathematics"
"5","Perimeter","5M.4.9","5M.4","1","CTB Mathematics"
"5","Find the perimeter of polygons","5M.4.9.1","5M.4.9","1","CTB Mathematics"
"5","Estimate perimeter","5M.4.9.2","5M.4.9","1","CTB Mathematics"
"5","Area","5M.4.10","5M.4","1","CTB Mathematics"
"5","Find the area of figures","5M.4.10.1","5M.4.10","1","CTB Mathematics"
"5","Estimate area","5M.4.10.2","5M.4.10","1","CTB Mathematics"
"5","Angle measure","5M.4.11","5M.4","1","CTB Mathematics"
"5","Measure or compare angles","5M.4.11.1","5M.4.11","1","CTB Mathematics"
"5","Scale drawing-maps","5M.4.12","5M.4","1","CTB Mathematics"
"5","Use scale drawings-maps to solve problems","5M.4.12.1","5M.4.12","1","CTB Mathematics"
"5","Data analysis and probability","5M.5","5M","1","CTB Mathematics"
"5","Read and interpret data","5M.5.1","5M.5","1","CTB Mathematics"
"5","Read and interpret data displays","5M.5.1.1","5M.5.1","1","CTB Mathematics"
"5","Make inferences and draw conclusions from data","5M.5.1.3","5M.5.1","1","CTB Mathematics"
"5","Use data to solve problems","5M.5.1.4","5M.5.1","1","CTB Mathematics"
"5","Organize data","5M.5.2","5M.5","1","CTB Mathematics"
"5","Organize data","5M.5.2.1","5M.5.2","1","CTB Mathematics"
"5","Complete data display","5M.5.2.2","5M.5.2","1","CTB Mathematics"
"5","Restructure display","5M.5.2.3","5M.5.2","1","CTB Mathematics"
"5","Select correct data display for set of data","5M.5.2.4","5M.5.2","1","CTB Mathematics"
"5","Select way to organize, display data","5M.5.2.5","5M.5.2","1","CTB Mathematics"
"5","Probability","5M.5.3","5M.5","1","CTB Mathematics"
"5","Determine probability of events","5M.5.3.2","5M.5.3","1","CTB Mathematics"
"5","Display outcomes of experiments","5M.5.3.4","5M.5.3","1","CTB Mathematics"
"5","Express probability of event as fraction or ratio","5M.5.3.5","5M.5.3","1","CTB Mathematics"
"5","Statistics","5M.5.4","5M.5","1","CTB Mathematics"
"5","Calculate, explain mean, median, mode, and range","5M.5.4.1","5M.5.4","1","CTB Mathematics"
"5","Discrete math","5M.5.5","5M.5","1","CTB Mathematics"
"5","Use and interpret venn diagrams","5M.5.5.1","5M.5.5","1","CTB Mathematics"
"5","Permutations and combinations","5M.5.5.2","5M.5.5","1","CTB Mathematics"
"5","Problem solving-reasoning-proof","5M.6","5M","1","CTB Mathematics"
"5","Develop strategy","5M.6.2","5M.6","1","CTB Mathematics"
"5","Determine, use appropriate strategy to solve","5M.6.2.1","5M.6.2","1","CTB Mathematics"
"5","Evaluate solution","5M.6.3","5M.6","1","CTB Mathematics"
"5","Locate calculation errors","5M.6.3.1","5M.6.3","1","CTB Mathematics"
"5","Inductive, deductive reasoning","5M.6.4","5M.6","1","CTB Mathematics"
"5","Use inductive deductive reasoning to solve prob.","5M.6.4.1","5M.6.4","1","CTB Mathematics"
"5","Make and evaluate conjectures, proofs","5M.6.5","5M.6","1","CTB Mathematics"
"5","Make, test, conjectures, proofs about mathematics","5M.6.5.1","5M.6.5","1","CTB Mathematics"
"5","Conclusion and generalization","5M.6.6","5M.6","1","CTB Mathematics"
"5","Use models, facts, relationships, conclusions","5M.6.6.1","5M.6.6","1","CTB Mathematics"
"5","Solve multi-step problem","5M.6.7","5M.6","1","CTB Mathematics"
"5","Solve problems involving more than one step","5M.6.7.1","5M.6.7","1","CTB Mathematics"
"5","Communication-representation","5M.7","5M","1","CTB Mathematics"
"5","Model problem solution","5M.7.1","5M.7","1","CTB Mathematics"
"5","Show how to solve problem","5M.7.1.1","5M.7.1","1","CTB Mathematics"
"5","Model problem situation","5M.7.2","5M.7","1","CTB Mathematics"
"5","Use math symbols, words to rep. prob.","5M.7.2.1","5M.7.2","1","CTB Mathematics"
"5","Relate models to ideas","5M.7.3","5M.7","1","CTB Mathematics"
"5","Use models to identify, explain key math concepts","5M.7.3.1","5M.7.3","1","CTB Mathematics"
"5","Evaluate ideas","5M.7.4","5M.7","1","CTB Mathematics"
"5","Analyze, evaluate, explain mathematical thinking","5M.7.4.1","5M.7.4","1","CTB Mathematics"
"5","Explain solution process","5M.7.5","5M.7","1","CTB Mathematics"
"5","Explain, justify, and reason the solution process","5M.7.5.1","5M.7.5","1","CTB Mathematics"
"5","Civics","5C","5C","1","CTB Civics"
"5","Role of government","5C.1","5C","1","CTB Civics"
"5","Principles and purposes of government","5C.1.2","5C.1","1","CTB Civics"
"5","Political systems","5C.1.3","5C.1","1","CTB Civics"
"5","American political heritage","5C.2","5C","1","CTB Civics"
"5","Symbols of the united states","5C.2.1","5C.2","1","CTB Civics"
"5","Democratic values and principles","5C.2.2","5C.2","1","CTB Civics"
"5","Declaration of independence","5C.2.3","5C.2","1","CTB Civics"
"5","Development of the constitution","5C.2.4","5C.2","1","CTB Civics"
"5","Colonial american government","5C.2.5","5C.2","1","CTB Civics"
"5","Structures and processes of the u.s. government","5C.3","5C","1","CTB Civics"
"5","Purpose and principles of the constitution","5C.3.1","5C.3","1","CTB Civics"
"5","Fed., state, local govt. responsibilities, powers","5C.3.2","5C.3","1","CTB Civics"
"5","Executive, legislative, judicial branches","5C.3.3","5C.3","1","CTB Civics"
"5","Bill of rights and other amendments","5C.3.4","5C.3","1","CTB Civics"
"5","Legal system","5C.3.5","5C.3","1","CTB Civics"
"5","Role of the citizen","5C.4","5C","1","CTB Civics"
"5","Rights and responsibilities of citizens","5C.4.1","5C.4","1","CTB Civics"
"5","Civic contributions of individuals, groups","5C.4.2","5C.4","1","CTB Civics"
"5","Economics","5E","5","1","CTB Economics"
"5","Economic choices","5E.1","5E","1","CTB Economics"
"5","Personal budgeting","5E.1.2","5E.1","1","CTB Economics"
"5","Opportunity costs and trade offs","5E.1.3","5E.1","1","CTB Economics"
"5","Production, distribution, consumption","5E.2","5E","1","CTB Economics"
"5","Consumers, producers, and distributors","5E.2.1","5E.2","1","CTB Economics"
"5","Supply and demand","5E.2.2","5E.2","1","CTB Economics"
"5","Goods and services","5E.2.3","5E.2","1","CTB Economics"
"5","Human, natural, and capital resources","5E.2.4","5E.2","1","CTB Economics"
"5","Transportation, communication, and technology","5E.2.5","5E.2","1","CTB Economics"
"5","Forms of exchange","5E.3","5E","1","CTB Economics"
"5","Exchange and money","5E.3.1","5E.3","1","CTB Economics"
"5","Economic institutions","5E.4","5E","1","CTB Economics"
"5","Roles of various institutions","5E.4.1","5E.4","1","CTB Economics"
"5","Labor and business","5E.5","5E","1","CTB Economics"
"5","Skills, knowledge, and careers","5E.5.1","5E.5","1","CTB Economics"
"5","Role of government","5E.6","5E","1","CTB Economics"
"5","Public goods and services","5E.6.1","5E.6","1","CTB Economics"
"5","Taxes and other sources of revenue","5E.6.2","5E.6","1","CTB Economics"
"5","Policies and regulations","5E.6.3","5E.6","1","CTB Economics"
"5","Economic systems","5E.7","5E","1","CTB Economics"
"5","Types of systems","5E.7.1","5E.7","1","CTB Economics"
"5","Economic conditions","5E.8","5E","1","CTB Economics"
"5","Unemployment","5E.8.1","5E.8","1","CTB Economics"
"5","Economic interdependence","5E.9","5E","1","CTB Economics"
"5","Trade","5E.9.1","5E.9","1","CTB Economics"
"5","Local, regional, global interdependence","5E.9.2","5E.9","1","CTB Economics"
"5","Application of economics","5E.10","5E","1","CTB Economics"
"5","Apply economics to interpret the past","5E.10.1","5E.10","1","CTB Economics"
"5","Geography","5G","5","1","CTB Geography"
"5","The world in spatial terms","5G.1","5G","1","CTB Geography"
"5","Maps, graphics, and other tools","5G.1.1","5G.1","1","CTB Geography"
"5","Mental maps","5G.1.2","5G.1","1","CTB Geography"
"5","Places and regions","5G.2","5G","1","CTB Geography"
"5","Physical characteristics of places","5G.2.1","5G.2","1","CTB Geography"
"5","Human characteristics of places","5G.2.2","5G.2","1","CTB Geography"
"5","Regions","5G.2.3","5G.2","1","CTB Geography"
"5","Physical systems","5G.3","5G","1","CTB Geography"
"5","Physical processes","5G.3.1","5G.3","1","CTB Geography"
"5","Ecosystems","5G.3.2","5G.3","1","CTB Geography"
"5","Human systems","5G.4","5G","1","CTB Geography"
"5","Settlement and migration","5G.4.1","5G.4","1","CTB Geography"
"5","Cultural systems","5G.4.2","5G.4","1","CTB Geography"
"5","Economic interdependence","5G.4.3","5G.4","1","CTB Geography"
"5","Division and control of earth's surface","5G.4.4","5G.4","1","CTB Geography"
"5","Environment and society","5G.5","5G","1","CTB Geography"
"5","Physical systems affect human systems","5G.5.1","5G.5","1","CTB Geography"
"5","Resources","5G.5.2","5G.5","1","CTB Geography"
"5","The uses of geography","5G.6","5G","1","CTB Geography"
"5","Apply geog. to interpret present, plan for future","5G.6.1","5G.6","1","CTB Geography"
"5","History","5H","5","1","CTB History"
"5","United states history","5H.1","5H","1","CTB History"
"5","Three worlds meet, to 1620","5H.1.1","5H.1","1","CTB History"
"5","Colonization and settlement, 1500-1763","5H.1.2","5H.1","1","CTB History"
"5","American revolution and the new nation, 1754-1820s","5H.1.3","5H.1","1","CTB History"
"5","Expansion and reform, 1801-1861","5H.1.4","5H.1","1","CTB History"
"5","Civil war and reconstruction, 1850-1877","5H.1.5","5H.1","1","CTB History"
"5","Industrialization, reform, imperialism, 1865-1914","5H.1.6","5H.1","1","CTB History"
"5","Cross era themes","5H.1.7","5H.1","1","CTB History"
"5","World history","5H.2","5H","1","CTB History"
"5","Civilizations, empires, religions, 1000 bc-ad 300","5H.2.1","5H.2","1","CTB History"
"5","Civilizations, empires, religions, 300 - 1500","5H.2.2","5H.2","1","CTB History"
"5","Cultures","5H.3","5H","1","CTB History"
"5","Different cultures","5H.3.1","5H.3","1","CTB History"
"5","Connections between cultures worldwide","5H.3.2","5H.3","1","CTB History"
"5","Time cognition and chronology","5H.4","5H","1","CTB History"
